,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month_Year,Discount_percentage,Selling Price Per Unit,Cost Price Per Unit
43389,37115,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245,Lynn Smith,Consumer,Utica,New York,United States,13501.0,US,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,9,0.0,44.712,15.58,High,2011,2011-11,0.0,10.350000000000001,5.382000000000001
43392,37112,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245,Lynn Smith,Consumer,Utica,New York,United States,13501.0,US,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96,4,0.0,78.3888,4.26,High,2011,2011-11,0.0,69.99,50.392799999999994
43394,37114,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245,Lynn Smith,Consumer,Utica,New York,United States,13501.0,US,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088,4,0.2,5.7672,3.67,High,2011,2011-11,20.0,4.272,2.8302000000000005
43395,36525,US-2011-147648,2011-11-26,2011-01-12,Standard Class,LS-16975,Lindsay Shagiari,Home Office,San Francisco,California,United States,94109.0,US,West,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0.0,40.1702,3.37,Medium,2011,2011-11,0.0,40.99,20.9049
43396,39897,CA-2011-141110,2011-11-26,2011-01-12,Standard Class,LS-17200,Luke Schmidt,Corporate,Fresno,California,United States,93727.0,US,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,40.54,2,0.0,11.3512,2.9,Medium,2011,2011-11,0.0,20.27,14.5944
43397,37116,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245,Lynn Smith,Consumer,Utica,New York,United States,13501.0,US,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,4,0.0,5.6448,2.75,High,2011,2011-11,0.0,2.88,1.4687999999999999
43398,37113,CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245,Lynn Smith,Consumer,Utica,New York,United States,13501.0,US,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,3,0.2,4.6806,2.28,High,2011,2011-11,20.0,4.304,2.7438000000000002
43400,39896,CA-2011-141110,2011-11-26,2011-01-12,Standard Class,LS-17200,Luke Schmidt,Corporate,Fresno,California,United States,93727.0,US,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3,0.0,7.0218,1.73,Medium,2011,2011-11,0.0,4.9799999999999995,2.6393999999999997
43403,32932,CA-2011-168984,2011-11-26,2011-02-12,Standard Class,NW-18400,Natalie Webber,Consumer,Tigard,Oregon,United States,97224.0,US,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,1.38,Medium,2011,2011-11,20.0,5.184,3.3695999999999997
43404,31375,US-2011-147606,2011-11-26,2011-01-12,Second Class,JE-15745,Joel Eaton,Consumer,Houston,Texas,United States,77070.0,US,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,1.35,Medium,2011,2011-11,60.0,3.8600000000000003,6.755
43409,39898,CA-2011-141110,2011-11-26,2011-01-12,Standard Class,LS-17200,Luke Schmidt,Corporate,Fresno,California,United States,93727.0,US,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,0.2,2.5592,0.5,Medium,2011,2011-11,20.0,7.312,4.752800000000001
43410,39895,CA-2011-141110,2011-11-26,2011-01-12,Standard Class,LS-17200,Luke Schmidt,Corporate,Fresno,California,United States,93727.0,US,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4.32,3,0.2,1.512,0.22,Medium,2011,2011-11,20.0,1.4400000000000002,0.936
43412,35567,CA-2012-166975,2012-11-26,2012-11-30,Standard Class,SH-20635,Stefanie Holloman,Corporate,Jackson,Tennessee,United States,38301.0,US,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,11,0.2,190.4298,87.68,High,2012,2012-11,20.0,62.952,45.6402
43419,37069,CA-2012-158939,2012-11-26,2012-01-12,Standard Class,EA-14035,Erin Ashbrook,Corporate,Springfield,Missouri,United States,65807.0,US,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,1,0.0,233.9961,15.58,High,2012,2012-11,0.0,599.99,365.9939
43430,33326,CA-2012-117961,2012-11-26,2012-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,United States,1453.0,US,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0.0,25.176,8.07,High,2012,2012-11,0.0,20.98,15.9448
43433,33327,CA-2012-117961,2012-11-26,2012-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,United States,1453.0,US,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0.0,30.52,6.01,High,2012,2012-11,0.0,15.26,7.63
43443,33325,CA-2012-117961,2012-11-26,2012-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,United States,1453.0,US,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,2.81,High,2012,2012-11,0.0,4.91,2.6023
43450,33328,CA-2012-117961,2012-11-26,2012-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,United States,1453.0,US,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0.0,5.1465,1.4,High,2012,2012-11,0.0,3.65,1.9344999999999999
43453,39069,CA-2013-108196,2013-11-26,2013-03-12,Standard Class,CS-12505,Cindy Stewart,Consumer,Lancaster,Ohio,United States,43130.0,US,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,5,0.7,-6599.978,451.63,Low,2013,2013-11,70.0,899.997,2219.9926
43455,38983,CA-2013-169838,2013-11-26,2013-11-30,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,United States,49201.0,US,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,9,0.0,329.4081,88.88,Medium,2013,2013-11,0.0,174.29,137.6891
43459,37870,CA-2013-160535,2013-11-26,2013-01-12,Standard Class,BP-11050,Barry Pond,Corporate,Plainfield,New Jersey,United States,7060.0,US,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,57.61,Medium,2013,2013-11,0.0,140.85,123.948
43460,39068,CA-2013-108196,2013-11-26,2013-03-12,Standard Class,CS-12505,Cindy Stewart,Consumer,Lancaster,Ohio,United States,43130.0,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,0.7,-304.392,53.64,Low,2013,2013-11,70.0,228.294,380.49
43468,37871,CA-2013-160535,2013-11-26,2013-01-12,Standard Class,BP-11050,Barry Pond,Corporate,Plainfield,New Jersey,United States,7060.0,US,East,TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,8,0.0,118.3704,31.48,Medium,2013,2013-11,0.0,39.99,25.1937
43480,39943,CA-2013-113341,2013-11-26,2013-11-30,Standard Class,MH-17455,Mark Hamilton,Consumer,Los Angeles,California,United States,90032.0,US,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.352,3,0.2,19.4352,16.89,Medium,2013,2013-11,20.0,64.784,58.3056
43487,38274,US-2013-119298,2013-11-26,2013-11-29,First Class,EP-13915,Emily Phan,Consumer,Jonesboro,Arkansas,United States,72401.0,US,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0.0,17.994,9.95,Medium,2013,2013-11,0.0,29.99,20.993
43492,39070,CA-2013-108196,2013-11-26,2013-03-12,Standard Class,CS-12505,Cindy Stewart,Consumer,Lancaster,Ohio,United States,43130.0,US,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,0.2,11.9952,7.78,Low,2013,2013-11,20.0,19.992,15.9936
43493,39639,CA-2013-132549,2013-11-26,2013-01-12,Standard Class,JK-15370,Jay Kimmel,Consumer,Huntsville,Alabama,United States,35810.0,US,South,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,73.36,7,0.0,19.8072,7.66,High,2013,2013-11,0.0,10.48,7.650399999999999
43495,38985,CA-2013-169838,2013-11-26,2013-11-30,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,United States,49201.0,US,Central,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160.0,8,0.0,62.4,7.36,Medium,2013,2013-11,0.0,20.0,12.2
43511,38984,CA-2013-169838,2013-11-26,2013-11-30,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,United States,49201.0,US,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,17.3,1,0.0,8.304,1.57,Medium,2013,2013-11,0.0,17.3,8.996
43519,34760,CA-2013-165470,2013-11-26,2013-01-12,Standard Class,HJ-14875,Heather Jas,Home Office,Jacksonville,Florida,United States,32216.0,US,South,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,1,0.2,1.651,0.49,Medium,2013,2013-11,20.0,5.08,3.4290000000000003
43535,39957,CA-2014-124765,2014-11-26,2014-01-12,Standard Class,HZ-14950,Henia Zydlo,Consumer,Fort Lauderdale,Florida,United States,33311.0,US,South,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5,0.2,-81.441,82.08,High,2014,2014-11,20.0,144.784,161.0722
43540,40759,US-2014-109610,2014-11-26,2014-01-12,Second Class,BS-11590,Brendan Sweed,Corporate,Louisville,Kentucky,United States,40214.0,US,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0.0,168.4704,60.87,Medium,2014,2014-11,0.0,350.98,266.7448
43541,35144,CA-2014-129000,2014-11-26,2014-11-28,Second Class,SZ-20035,Sam Zeldin,Home Office,Canton,Michigan,United States,48187.0,US,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,59.63,High,2014,2014-11,0.0,167.27,167.27
43544,40257,CA-2014-150266,2014-11-26,2014-01-12,Standard Class,RO-19780,Rose O'Brian,Consumer,Houston,Texas,United States,77070.0,US,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,853.93,5,0.3,-24.398,51.36,Medium,2014,2014-11,30.0,170.786,175.66559999999998
43548,36376,US-2014-133312,2014-11-26,2014-11-30,Standard Class,BD-11500,Bradley Drucker,Consumer,San Francisco,California,United States,94122.0,US,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058,30.6,Medium,2014,2014-11,15.0,119.83300000000001,129.7016
43549,40255,CA-2014-150266,2014-11-26,2014-01-12,Standard Class,RO-19780,Rose O'Brian,Consumer,Houston,Texas,United States,77070.0,US,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,299.96,5,0.2,37.495,29.09,Medium,2014,2014-11,20.0,59.992,52.492999999999995
43584,40256,CA-2014-150266,2014-11-26,2014-01-12,Standard Class,RO-19780,Rose O'Brian,Consumer,Houston,Texas,United States,77070.0,US,Central,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,5,0.8,-179.776,4.99,Medium,2014,2014-11,80.0,13.568000000000001,49.5232
43588,38275,CA-2014-155159,2014-11-26,2014-11-30,Second Class,DL-13315,Delfina Latchford,Consumer,Atlanta,Georgia,United States,30318.0,US,South,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",48.87,9,0.0,23.9463,4.37,Medium,2014,2014-11,0.0,5.43,2.7692999999999994
43595,37615,CA-2014-161459,2014-11-26,2014-11-30,Second Class,EB-13750,Edward Becker,Corporate,Laguna Niguel,California,United States,92677.0,US,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.96,5,0.2,3.4965,3.06,Medium,2014,2014-11,20.0,7.992,7.292700000000001
43598,37616,CA-2014-161459,2014-11-26,2014-11-30,Second Class,EB-13750,Edward Becker,Corporate,Laguna Niguel,California,United States,92677.0,US,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0.0,15.336,2.62,Medium,2014,2014-11,0.0,5.68,3.124
43605,40258,CA-2014-150266,2014-11-26,2014-01-12,Standard Class,RO-19780,Rose O'Brian,Consumer,Houston,Texas,United States,77070.0,US,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.688,4,0.2,3.7376,1.48,Medium,2014,2014-11,20.0,4.672,3.7375999999999996
43615,36377,US-2014-133312,2014-11-26,2014-11-30,Standard Class,BD-11500,Bradley Drucker,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10.48,1,0.0,2.8296,0.66,Medium,2014,2014-11,0.0,10.48,7.6504
43616,39980,CA-2014-101665,2014-11-26,2014-02-12,Standard Class,TZ-21580,Tracy Zic,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0.0,1.3416,0.47,Medium,2014,2014-11,0.0,2.58,1.9092000000000002
43622,31591,CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States,80906.0,US,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558,87.27,Critical,2011,2011-12,20.0,76.784,70.0654
43625,31592,CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States,80906.0,US,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646,60.56,Critical,2011,2011-12,20.0,72.784,80.9722
43626,31421,US-2011-152030,2011-12-26,2011-12-28,Second Class,AD-10180,Alan Dominguez,Home Office,Houston,Texas,United States,77041.0,US,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,58.54,High,2011,2011-12,30.0,200.186,203.04579999999999
43627,31590,CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States,80906.0,US,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,54.13,Critical,2011,2011-12,20.0,37.552,27.6946
43629,36115,CA-2011-139598,2011-12-26,2011-12-31,Standard Class,MG-17695,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,4,0.2,-42.588,44.07,High,2011,2011-12,20.0,56.784,67.431
43638,31593,CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States,80906.0,US,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,20.47,Critical,2011,2011-12,70.0,15.719999999999999,28.296
43640,38640,CA-2011-168473,2011-12-26,2012-01-01,Standard Class,TB-21520,Tracy Blumstein,Consumer,New York City,New York,United States,10009.0,US,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,18.42,Medium,2011,2011-12,0.0,31.98,28.782
43647,36114,CA-2011-139598,2011-12-26,2011-12-31,Standard Class,MG-17695,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2,0.2,8.1552,10.98,High,2011,2011-12,20.0,40.776,36.69840000000001
43653,31594,CA-2011-111451,2011-12-26,2011-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,United States,80906.0,US,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988,6.23,Critical,2011,2011-12,20.0,9.184,6.0844
43655,36113,CA-2011-139598,2011-12-26,2011-12-31,Standard Class,MG-17695,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.6316,5.54,High,2011,2011-12,20.0,17.328,14.5122
43665,36112,CA-2011-139598,2011-12-26,2011-12-31,Standard Class,MG-17695,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3,0.2,6.1641,2.1,High,2011,2011-12,20.0,6.088,4.0333
43674,31918,US-2011-111171,2011-12-26,2011-12-31,Standard Class,CA-12265,Christina Anderson,Consumer,Chicago,Illinois,United States,60610.0,US,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,0.65,Medium,2011,2011-12,80.0,1.738,4.6926000000000005
43675,34589,CA-2011-106264,2011-12-26,2011-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,San Diego,California,United States,92024.0,US,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,0.64,Medium,2011,2011-12,0.0,3.97,3.9303000000000003
43677,39986,CA-2011-101427,2011-12-26,2011-12-30,Standard Class,AY-10555,Andy Yotov,Corporate,Philadelphia,Pennsylvania,United States,19140.0,US,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,3,0.2,1.1022,0.58,Medium,2011,2011-12,20.0,2.672,2.3046
43679,34590,CA-2011-106264,2011-12-26,2011-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,San Diego,California,United States,92024.0,US,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,0.1,Medium,2011,2011-12,0.0,1.74,1.1832
43691,38396,CA-2012-124933,2012-12-26,2012-12-30,Second Class,DF-13135,David Flashing,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64,6,0.0,99.9408,29.27,Medium,2012,2012-12,0.0,35.44,18.783199999999997
43702,36986,CA-2012-119550,2012-12-26,2012-12-31,Standard Class,RB-19705,Roger Barcio,Home Office,Houston,Texas,United States,77070.0,US,Central,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,3,0.3,-90.3762,12.17,Medium,2012,2012-12,30.0,91.68599999999999,121.81139999999999
43713,36590,CA-2012-111073,2012-12-26,2012-12-30,Standard Class,MC-18100,Mick Crebagga,Consumer,Medina,Ohio,United States,44256.0,US,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,51.588,1,0.4,-15.4764,4.02,Medium,2012,2012-12,40.0,51.588,67.0644
43723,31822,CA-2012-158792,2012-12-26,2013-02-01,Standard Class,BD-11605,Brian Dahlen,Consumer,Lawrence,Massachusetts,United States,1841.0,US,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.2,5,0.0,10.434,1.39,Low,2012,2012-12,0.0,4.4399999999999995,2.3532
43729,33102,US-2013-116729,2013-12-26,2013-12-29,First Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,United States,90049.0,US,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944,429.66,Medium,2013,2013-12,20.0,367.992,331.1928
43731,39568,CA-2013-169670,2013-12-26,2014-01-01,Standard Class,JE-15715,Joe Elijah,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2563.056,8,0.1,313.2624,219.15,Medium,2013,2013-12,10.0,320.382,281.2242
43738,37928,CA-2013-105081,2013-12-26,2013-12-31,Standard Class,JE-15715,Joe Elijah,Consumer,Seattle,Washington,United States,98115.0,US,West,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,5,0.0,629.01,100.39,Medium,2013,2013-12,0.0,349.45,223.648
43741,38693,CA-2013-110975,2013-12-26,2013-12-31,Standard Class,DB-12970,Darren Budd,Corporate,New York City,New York,United States,10024.0,US,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,3,0.1,173.3292,57.9,Medium,2013,2013-12,10.0,288.882,231.10559999999998
43747,37927,CA-2013-105081,2013-12-26,2013-12-31,Standard Class,JE-15715,Joe Elijah,Consumer,Seattle,Washington,United States,98115.0,US,West,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,38.16,Medium,2013,2013-12,20.0,232.784,215.3252
43750,39187,CA-2013-148684,2013-12-26,2013-12-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,Fayetteville,Arkansas,United States,72701.0,US,South,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,399.98,2,0.0,171.9914,34.67,Medium,2013,2013-12,0.0,199.99,113.99430000000001
43753,33104,US-2013-116729,2013-12-26,2013-12-29,First Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,United States,90049.0,US,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0.0,76.272,29.75,Medium,2013,2013-12,0.0,36.32,25.424000000000003
43755,38692,CA-2013-110975,2013-12-26,2013-12-31,Standard Class,DB-12970,Darren Budd,Corporate,New York City,New York,United States,10024.0,US,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,25.92,Medium,2013,2013-12,40.0,156.588,216.61339999999998
43761,38097,CA-2013-109827,2013-12-26,2014-02-01,Standard Class,LW-16825,Laurel Workman,Corporate,Phoenix,Arizona,United States,85023.0,US,West,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,269.97,2,0.7,-386.957,18.05,Medium,2013,2013-12,70.0,134.985,328.4635
43763,39188,CA-2013-148684,2013-12-26,2013-12-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,Fayetteville,Arkansas,United States,72701.0,US,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",343.85,5,0.0,137.54,15.7,Medium,2013,2013-12,0.0,68.77000000000001,41.26200000000001
43775,38099,CA-2013-109827,2013-12-26,2014-02-01,Standard Class,LW-16825,Laurel Workman,Corporate,Phoenix,Arizona,United States,85023.0,US,West,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,8.73,Medium,2013,2013-12,20.0,50.4,39.69
43782,39189,CA-2013-148684,2013-12-26,2013-12-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,Fayetteville,Arkansas,United States,72701.0,US,South,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,106.32,3,0.0,49.9704,5.65,Medium,2013,2013-12,0.0,35.44,18.783199999999997
43785,36626,CA-2013-111941,2013-12-26,2013-12-29,Second Class,BD-11620,Brian DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,4.02,High,2013,2013-12,20.0,16.784,10.9096
43786,38100,CA-2013-109827,2013-12-26,2014-02-01,Standard Class,LW-16825,Laurel Workman,Corporate,Phoenix,Arizona,United States,85023.0,US,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",47.968,2,0.2,4.1972,4.01,Medium,2013,2013-12,20.0,23.984,21.8854
43787,38098,CA-2013-109827,2013-12-26,2014-02-01,Standard Class,LW-16825,Laurel Workman,Corporate,Phoenix,Arizona,United States,85023.0,US,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,45.12,3,0.2,-7.896,3.59,Medium,2013,2013-12,20.0,15.04,17.672
43797,39186,CA-2013-148684,2013-12-26,2013-12-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,Fayetteville,Arkansas,United States,72701.0,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,19.89,9,0.0,5.3703,2.02,Medium,2013,2013-12,0.0,2.21,1.6133
43799,37328,CA-2013-101168,2013-12-26,2014-02-01,Standard Class,SS-20140,Saphhira Shifley,Corporate,Nashua,New Hampshire,United States,3060.0,US,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472,1.55,Medium,2013,2013-12,0.0,5.28,3.6432
43801,33103,US-2013-116729,2013-12-26,2013-12-29,First Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,United States,90049.0,US,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,45.36,7,0.0,21.7728,1.33,Medium,2013,2013-12,0.0,6.4799999999999995,3.3695999999999997
43803,38096,CA-2013-109827,2013-12-26,2014-02-01,Standard Class,LW-16825,Laurel Workman,Corporate,Phoenix,Arizona,United States,85023.0,US,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,35.445,1,0.5,-24.1026,1.16,Medium,2013,2013-12,50.0,35.445,59.5476
43815,36220,CA-2014-114055,2014-12-26,2014-12-30,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,United States,35810.0,US,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,6,0.0,301.968,141.52,High,2014,2014-12,0.0,104.85000000000001,54.522
43829,33300,CA-2014-163510,2014-12-26,2014-12-29,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,United States,40214.0,US,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,43.66,High,2014,2014-12,0.0,60.89,45.6675
